3249,3265,0
3248,3266,0
3248,3267,0
3247,3268,0
3247,3269,0
3246,3270,0
3245,3271,0
3245,3272,0
3245,3273,0
3245,3274,0
3244,3275,0
3243,3276,0
3242,3276,0
3241,3276,0
3240,3277,0
3239,3278,0
3238,3279,0
3238,3280,0
3238,3281,0
3238,3282,0
3238,3283,0
3238,3284,0
3238,3285,0
3238,3286,0
3238,3287,0
3238,3288,0
3238,3289,0
3238,3290,0
3238,3291,0
3238,3292,0
3238,3293,0
3238,3294,0
3238,3295,0
3238,3296,0
3238,3297,0
3238,3298,0
3238,3299,0
3238,3300,0
3238,3301,0
3237,3302,0
3236,3303,0
3235,3304,0
3235,3305,0
3235,3306,0
3234,3307,0
3233,3308,0
3232,3309,0
3231,3310,0
3230,3311,0
3229,3312,0
3228,3312,0
3227,3312,0
3226,3312,0
3225,3313,0
3225,3314,0
3225,3315,0
3224,3316,0
3223,3317,0
3222,3318,0
3221,3319,0
3221,3320,0
3221,3321,0
3221,3322,0
3221,3323,0
3221,3324,0
3220,3325,0
3220,3326,0
3220,3327,0
3219,3328,0
3218,3329,0
3217,3330,0
3216,3331,0
3215,3332,0
3214,3333,0
3213,3334,0
3212,3335,0
3211,3336,0
3210,3337,0
3209,3338,0
3208,3339,0
3207,3339,0
3206,3340,0
3205,3341,0
3205,3342,0
3205,3343,0
3204,3344,0
3203,3345,0
3202,3346,0
3201,3347,0
3200,3348,0
3200,3349,0
3200,3350,0
3200,3351,0
3200,3352,0
3200,3353,0
3200,3354,0
3200,3355,0
3200,3356,0
3200,3357,0
3200,3358,0
3200,3359,0
3199,3360,0
3198,3361,0
3197,3361,0
3196,3362,0
3195,3363,0
3194,3364,0
3193,3364,0
3192,3364,0
3191,3365,0
3190,3366,0
3189,3367,0
3188,3368,0
3188,3369,0
3188,3370,0
3187,3371,0
3186,3372,0
3185,3373,0
3185,3374,0
3185,3375,0
3185,3376,0
3185,3377,0
3184,3378,0
3183,3379,0
3182,3380,0
3181,3381,0
3180,3382,0
3179,3383,0
3178,3384,0
3177,3385,0
3176,3386,0
3176,3387,0
3175,3388,0
3174,3389,0
3173,3390,0
3173,3391,0
3173,3392,0
3173,3393,0
3173,3394,0
3173,3395,0
3173,3396,0
3173,3397,0
3173,3398,0
3172,3399,0
3172,3400,0
3172,3401,0
3172,3402,0
3172,3403,0
3172,3404,0
3172,3405,0
3172,3406,0
3172,3407,0
3172,3408,0
3172,3409,0
3172,3410,0
3172,3411,0
3172,3412,0
3172,3413,0
3172,3414,0
3172,3415,0
3172,3416,0
3172,3417,0
3172,3418,0
3172,3419,0
3172,3420,0
3172,3421,0
3172,3422,0
3172,3423,0
3172,3424,0
3172,3425,0
3172,3426,0
3172,3427,0
3172,3428,0
3172,3429,0
3172,3430,0
3172,3431,0
3172,3432,0
3172,3433,0
3172,3434,0
3172,3435,0
3173,3436,0
3174,3437,0
3174,3438,0
3174,3439,0
3174,3440,0
3174,3441,0
3174,3442,0
3174,3443,0
3175,3444,0
3175,3445,0
3175,3446,0
3175,3447,0
3174,3448,0
3173,3449,0
3172,3450,0
3171,3451,0
3170,3452,0
3169,3453,0
3169,3454,0
3168,3455,0
3167,3456,0
3167,3457,0
3167,3458,0
3166,3459,0
3165,3460,0
3165,3461,0
3164,3462,0
3164,3463,0
3164,3464,0
3164,3465,0
3164,3466,0
3164,3467,0
3164,3468,0
3164,3469,0
3164,3470,0
3164,3471,0
3164,3472,0
3164,3473,0
3164,3474,0
3164,3475,0
3164,3476,0
3164,3477,0
3164,3478,0
3164,3479,0
3164,3480,0
3164,3481,0
